17	79940859	80118805
17	80144172	80189872
17	80204227	80211011
17	80215033	80222847
17	80246154	80249287
17	80298321	80349906
17	80707841	80885148
17	81108968	81116305
17	81196701	81198297
17	81219880	81237071
17	81541309	81551040
17	81665201	81670453
17	81695786	81696998
17	81716812	81834653
17	81869741	81888583
17	81933214	81935147
17	81994821	82009567
17	82056629	82061353
17	82064823	82083639
17	82087325	82088307
17	82392398	82404090
17	82433658	82442592
17	82582741	82601499
17	82814840	82903478
17	82927186	82929500
17	82938049	82961181
20	96005	229771
20	277044	2656034
20	2658751	3044836
20	3084555	3259554
20	3322652	3343731
20	3540222	5558105
20	5575413	13801683
20	13859262	13876115
20	15499774	15967630
20	16049830	16512923
20	17360532	17735811
20	17969860	18024952
20	18150821	18316816
20	18427067	18524669
20	18593731	18814286
20	19515488	19654136
20	19693259	19721140
20	20026784	20513284
20	20546704	21330705
20	21332283	21333994
20	21340721	21348253
20	21356586	21512485
20	23084259	23370441
20	23687088	32474709
20	32727893	33301412
20	33306911	33360491
20	33372642	34096805
20	34281034	34575246
20	34708740	34943006
20	34979661	35704581
20	35714185	35842744
20	35863013	36634589
20	36665236	36762548
20	36777774	37521403
20	37746468	38952520
20	38991454	41118296
20	41159870	42102297
20	42119935	42678159
20	42791195	45301009
20	45308143	45824127
20	45840639	46013796
20	46035777	46123219
20	46177946	46375370
20	46393529	48660061
20	48688657	48745147
20	48951323	49640665
20	49823061	59900284
20	59915465	62139905
20	62161436	62310081
20	62311401	62320890
20	62322658	63597860
20	63661298	64032993
20	64069361	64273600
21	34370479	34523710
